ID;Author;Country;Title;Url;;;
852;"Pauly-Wissowa		";; = Pauly's Real-Encyclop"die der classischen Altertumswissenschaft herausgegeben von G. Wissowa. Stuttgart, 1893 ff.;;;;
853;;;;;;;
854;"Pease, Arthur Stanley.	M. Tulli";;"Ciceronis De Divinatione. (University of Illinois Studies in Language and Literature, VI Nos. 2, 3 VIII Nos. 3, 4). Urbana (Ill.), 1920-23."; ;;;
855;;;;;;;
856;"*Pechuâl-Loesche, E.	";;Volkskunde von Loango. Stuttgart, 1907.;;;;
857;;;;;;;
858;"*Penzer, N. M.		";Ind;The Ocean of Story: being C. H. Tawney's translation of Somadeva's Katha Sarit Sagara. 10 vols. London, 1923 ff.;https://archive.org/details/oceanofstorybein01somauoft ;;;
859;"				See also Tawney.";;;;;;
860;"*Penzer, N. M.		";;" Poison-Damsels and other essays in Folklore and Anthropology. London, 1952.";;;;
861;;;;;;;
862;"Petitot, êEmile.	";Ca;Traditions indiennes du Canada nord-ouest. Paris, 1886.;https://archive.org/details/traditionsindien00peti ;;;
863;;;;;;;
864;"PFLS				= Publications of the Folklore Society (English).";;;;;;
865;;;;;;;
866;"Phaedrus			= Phaedri Fabulae Aesopiae (ed. J. P. Postgate). Oxford, 1920.";;;https://archive.org/details/phaedriaugustil06phaegoog ,  https://catalog.hathitrust.org/Record/009726006 ;;;
867;;;;;;;
868;"Pierre Faifeu		";F; = Charles de BourdignÈ La LÈgende de Maistre Pierre Faifeu. Paris, 1880.;https://archive.org/details/lalgendedepierr00jouagoog ;;;
869;;;;;;;
870;"*Pino Saavedra, Y.	";;Tres Versiones Chilenas de la Princesa Mona o Rana. (Homenaje a Fritz Kruger, Tomo I, pp. 399--407). Mendoza (Argentina), 1952.;;;;
871;;;;;;;
872;"*Plenzat, Karl.	";;Die ost- und westpreussischen M‰rchen und Schw‰nke nach Typen geordnet†;;;;
873;;;;;;;
874;"*Plischke, Hans.	";;Die Sage vom Wilden Heere im deutschen Volke (Leipzig dissertation). Eilenburg, 1914.;;;;
875;;;;;;;
876;"*Plummer, Charles.	";;Vitae Sanctorum Hiberniae. 2 vols. Oxford, 1910.;https://archive.org/details/vitaesanctorumhi01plumuoft , https://archive.org/details/vitaesanctorumhi02plumuoft ;;;
877;;;;;;;
878;"PMLA				= Publications of the Modern Language Association of America.";;;;;;
879;;;;;;;
880;"*Potter, Murray Anthony.	";;Sohrab and Rustem. London, 1902.;https://archive.org/details/sohrabrustemepi00pott ;;;
881;;;;;;;
882;;;;;;;
883;"Radloff, Wilhelm.	";;Die Sprachen der t¸rkischen St‰mme S¸d-Siberiens. St. Petersburg, 1866ó85.;;;;
884;;;;;;;
885;Ragnarssaga Loethbr¢kar. See Vîlsungasaga.;;;;;;
886;;;;;;;
887;"*Rank, Otto.		";;Das Inzest-Motiv in Dichtung und Sage. 2d ed. Wien, 1912.;;;;
888;"				*Der Mythus von der Geburt des Helden. Leipzig and Wien, 1912.";;;;;;
889;"				Psychoanalytische BeitrÑge zur Mythenforschung. Leipzig and Wien, 1919.";;;;;;
890;;;;;;;
891;"*Ranke, F.		";;Der Erlˆser in der Wiege. M¸nchen, 1912.;;;;
892;;;;;;;
893;"Rasmussen, Knud.	";;Myter og Sagn fra Gronland. 3 vols. Kobenhavn, 1921--25.;;;;
894;;;;;;;
895;"Rattray (Hausa)	= Rattray, R. Sutherland.";;Hausa Folk-Lore Customs, Proverbs, etc. 2 vols. Oxford, 1913.;https://archive.org/details/hausafolklorecus02rattuoft ;;;
896;;;;;;;
897;"Rattray (Ashanti)	= Rattray, R. Sutherland.";;Akan-Ashanti Folk Tales. Oxford, 1930.;;;;
898;;;;;;;
899;"RBAE				= Annual Report of the Bureau of American Ethnology.";;;http://www.biodiversitylibrary.org/bibliography/38077#/summary ;;;
900;;;;;;;
901;"RCHG				= Revista Chilena de Historia y Geografia. Santiago de Chile.";;;;;;
902;;;;;;;
903;"Reinhard, John R.	";;The Survival of Geis in Mediaeval Romance. Halle a. S., 1933.;;;;
904;;;;;;;
905;"Renel, Charles.	";F Col;Contes de Madagascar. Paris, 1910, 1930.;;;;
906;;;;;;;
907;"*Rink, Henry.		";;Tales and Traditions of the Eskimo. Edinburgh, 1875.;https://archive.org/details/talesandtraditi00browgoog ;;;
908;;;;;;;
909;"Rittershaus, Adeline.	";;Die neuislÑndischen VolksM‰rchen. Halle, 1902.;;;;
910;;;;;;;
911;"RMLP				= Revista del Museo de la Plata (Argentina).";;;;;;
912;;;;;;;
913;"*Roberts, Warren E.	";;Aarne-Thompson Type 480 in World Tradition. (Indiana University Ph. D. thesis) Microfilm Service, Ann Arbor, Michigan, 1954.;https://catalog.hathitrust.org/Record/006808349 ;;;
914;;;;;;;
915;"*R¢heim, GÇza.		";;Animism, Magic, and the Divine King. London, 1930. Drachen und DrachenkÑmpfer. Berlin, 1912.;;;;
916;"				Spiegelzauber. Leipzig and Wien, 1919.";;;;;;
917;;;;;;;
918;"Romanic Review.	New York, 1910 ff.";;;http://gallica.bnf.fr/ark:/12148/cb34470606s/date.langEN ;;;
919;;;;;;;
920;"Roscher, W. H.		";;AusfÅhrliches Lexikon der griechischen und rîmischen Mythologie. Leipzig, 1884 ff.;;;;
921;;;;;;;
922;"Rosen, G.			Tuti-Nameh, das Papageienbuch. Leipzig, 1858.";;;;;;
923;;;;;;;
924;"RosÈn, Helge.		";;†Om Sj‰lavandringstro i Nordisk Folkfˆrest‰llning (Folkminnen och Folktankar V p. 89 ff.).;;;;
925;;;;;;;
926;"Rosenhuber, P.		Simon.";;M‰rchen, Fabeln, R‰tsel, und Sprichwˆrter der Kamerun-Neger. Limburg, 1926.;;;;
927;;;;;;;
928;"?Rotunda, D. P.	";;Motif-Index of the Italian Novella. Bloomington, Indiana, 1942.;;;;
929;;;;;;;
930;"RTP				= Revue des Traditions Populaires. 32 vols. Paris, 1886--1917.";;;;;;
931;;;;;;;
932;"RÅhlemann, Martin.	";;Etymologie des Wortes Harlequin und verwandter Wîrter (Halle dissertation). Halle a. S., 1912.;;;;
933;;;;;;;
934;;;;;;;
935;"Saga och Sed		(Kgl. Gustav Adolfs Akademiens Arsbok). Uppsala, 1932 ff.";;;;;;
936;;;;;;;
937;Sagan af Illuga Gr°etharf¢stra (FAS III 648 ff.).;;;;;;
938;;;;;;;
939;"*Saintyves, P.		";F;Les Contes de Perrault et les recits parall?les. Paris, 1923.;;;;
940;"*Saintyves, P.		";F;"				*Essais de folklore biblique. Paris, 1922.";;;;
941;"*Saintyves, P.		";F;"				Les Saints Successeurs des dieux. Paris, 1907.";http://gallica.bnf.fr/ark:/12148/bpt6k824246.r=Les+saints+successeurs+des+dieux.langFR ;;;
942;;;;;;;
943;"*Saussaye, P. D.	Chantepie de la.";;The Religion of the Teutons (trans. B. J. Vos). Boston, 1902.;https://archive.org/details/religionofteuton00chan ;;;
944;;;;;;;
945;"*Scala Celi		= Johannes Gobii junior. Scala Celi. LÅbeck, 1476.";;;;;;
946;;;;;;;
947;"Schlenker, C. F.	";;A Collection of Temne Traditions, Fables and Proverbs. London, 1861.;"https://ba;bel.hathitrust.org/cgi/pt?id=nyp.33433088072636;view=1up;seq=7 " 
948;;;;;;;
949;"Schoolcraft, H. R.	";;*The Myth of Hiawatha. Philadelphia and London, 1856.;https://archive.org/details/cihm_43244 ;;;
950;"				Algic Researches. New York, 1839.";;;;;;
951;;;;;;;
952;"*Schweda, Valentin.	";;Die Sagen vom Wilden J‰ger und vom Schlafenden Heer in der Provinz Posen (Greifswald dissertation). Gnesen, 1915.;;;;
953;;;;;;;
954;"*Scott, J. G.		";;Indo-Chinese Mythology (The Mythology of all Races XII). Boston, 1918.;http://archive.org/stream/themythologyofal12alexuoft#page/n11/mode/2up ;;;
955;;;;;;;
956;"*Scott, Robert D.	";;The Thumb of Knowledge. New York, 1930.;;;;
957;;;;;;;
958;"SÈbillot, P.		";F;Le Folk-lore de France. 4 vols. Paris, 1904--07.;;;;
959;"SÈbillot, P.		";F;"				*Les incidents des contes populaires de la Haute-Bretagne. Vannes, 1892 (= RTP VII 411 ff, 515 ff.).";;;;
960;;;;;;;
961;"*Seligmann, S.		";;Die magischen Heil- und Schutzmittel aus der unbelebten Natur. Stuttgart, 1927.;;;;
962;;;;;;;
963;"*Sharp-Karpeles	= Sharp, Cecil and Karpeles, Maud.";;English Folk Songs from the Southern Appalachians. 2 vols. London, 1932.;https://catalog.hathitrust.org/Record/002558647 ;;;
964;;;;;;;
965;"Showerman, Grant.	";;The Great Mother of the Gods. Madison (Wisconsin), 1901.;https://archive.org/details/greatmothergods00showgoog ;;;
966;;;;;;;
967;"Sieber, J.		";;M‰rchen und Fabeln der Wute (ZsES XII 53 ff., 162 ff.). M‰rchen der Kweli in Kamerun (Mitteilungen des Seminars fÅr Orientalische Sprachen zu Berlin, Dritte Abteilung: Afrikanische Studien, XXXV). Berlin, 1932.;;;;
968;;;;;;;
969;"Siecke, E.		";;Drachenkampfe Leipzig, 1907. Der Vegetationsgott. 2 vols. Leipzig, 1914.;;;;
970;;;;;;;
971;"*Siuts, Hans.		";;Jenseitsmotive im deutschen VolksM‰rchen (Teutonia XIX). Leipzig, 1911.;;;;
972;;;;;;;
973;"Skjîldunga saga.	";;See A. Olrik in Aarboger for nordisk Oldkyndighed og Historie, II Rëkke, IX (1894), 109.;;;;
974;;;;;;;
975;"*Smith, E. W. and Dale, A.	";;The Ila-speaking People of Northern Rhodesia, vol. 2. London, 1920.;https://archive.org/details/ilaspeakingpeopl02edwi ;;;
976;;;;;;;
977;"*Smith, G. Elliott.	";;The Evolution of the Dragon. London, 1919.;http://www.gutenberg.org/ebooks/22038?msg=welcome_stranger ;;;
978;;;;;;;
979;"Smith, W. Robertson.	";;Lectures on the Religion of the Semites. 3d ed. London, 1927.;https://archive.org/details/lecturesontherel028530mbp ;;;
980;;;;;;;
981;"Snorra Edda		";;(in A. G. Brodeur, The Prose Edda, New York, 1916).;http://www.voluspa.org/proseedda.htm ;;;
982;;;;;;;
983;"Solheim Register 	= Solheim, Svale.";;Register til Norsk Folkeminnelags skrifter Nr. 1--49 (Norsk Folkeminnelag No. 50). Oslo, 1943.;;;;
984;;;;;;;
985;Sîrla saga Sterka (FAS III 408 ff.).;;;;;;
986;;;;;;;
987;"Spargo, John Webster.	";;Virgil the Necromancer. Cambridge (Mass.), 1934.;;;;
988;;;;;;;
989;"*Sparnaay, H.		";;Verschmelzung legendarischer und weltlicher Motive in der Poesie des Mittelalters. Groningen, 1922.;;;;
990;;;;;;;
991;"*Spence, Lewis.	";;Myths and Legends of Babylonia and Assyria. London, 1916.;https://archive.org/details/mythslegendsofba00speniala ;;;
992;;;;;;;
993;"*Stanley, H. M.	";;My Dark Companions and their Strange Stories. London, 1893.;;;;
994;;;;;;;
995;"Stapleton, W. H.	";;Comparative Handbook of Congo Languages. Yakusa, Stanley Falls, 1903.;https://archive.org/details/comparativehand00stapgoog ;;;
996;;;;;;;
997;"*Starck, Taylor.	";;Der Alraun, ein Beitrag zur Pflanzensagenkunde. Baltimore, 1917.;;;;
998;;;;;;;
999;"*Steere, E.		";;Swahili Tales as told by the Natives of Zanzibar. London, 1922.;https://archive.org/details/swahilitalesasto00stee;;;
1000;;;;;;;
1001;"*Stigand, C. H.	and Mrs.";;Black Tales for White Children. London and New York, 1914.;https://archive.org/details/blacktalesforwhi00stig;;;
1002;;;;;;;
1003;"*Stimson, J. F.	";;MS. of Tuamotuan Myths. Unpublished. Peabody Museum, Salem, Mass.;;;;
1004;;;;;;;
1005;*Sturlaugs saga Starfsama (FAS III 592 ff.).;;;;;;
1006;;;;;;;
1007;"*Swanton, J. R.	";;Myths and Tales of the Southeastern Indians (BBAE LXXXVIII [1929]).;http://www.sacred-texts.com/nam/se/mtsi/index.htm;;;
1008;"*Sydow, C. W. von.	";;TvÜ Spinnsagor. Lund, 1909.;;;;
1009;"				*Sigurds strid med FÜvne (Lund Universitets èrsskrift. n. f. Avd. I, Bd. 14, no. 16). Lund, 1918.";;;;;;
1010;;;;;;;
1011;;;;;;;
1012;"*Talbot, P. A.		";;In the Shadow of the Bush. New York and London, 1912.;https://archive.org/details/inshadowofbush00perc;;;
1013;;;;;;;
1014;"*Tawney, C. H.		";;Katha Sarit Sagara, Ocean of the Streams of Story. 2 vols. Calcutta, 1880--84. See also Penzer.;https://archive.org/details/oceanofstorybein01somauoft ;;;
1015;;;;;;;
1016;"*Tegethoff, Ernst.	";;Studien zum M‰rchentypus von Amor und Psyche. Bonn und Leipzig, 1922.;;;;
1017;;;;;;;
1018;"Tessman, Gunter.	";;*Ajongs ErzÑhlungen: m‰rchen der Fangneger. Berlin, 1921.;;;;
1019;"Tessman, Gunter.	";;"				*Die Pangwe. Berlin, 1912.";;;;
1020;;;;;;;
1021;"Thalbitzer, William.	";;A Phonetic Study of the Eskimo Language. Copenhagen, 1904.;https://archive.org/details/phoneticalstudyo00thal ;;;
1022;;;;;;;
1023;"*Theal, G. M.		";;Kaffir Folk-lore. London, 1886.;https://archive.org/details/cihm_33996;;;
1024;"*Theal, G. M.		";;"				*The Yellow and Dark-skinned People of Africa South of the Zambesi. London, 1910.";;;;
1025;;;;;;;
1026;"*Thien, J.		";;Uebereinstimmende und verwandte Motive in den deutschen Spielmannsepen im Anschluss an Kînig Rother. Hamburg, 1882.;;;;
1027;;;;;;;
1028;"Thomas, Northcote W.	";;Anthropological Report on the Ibo-Speaking Peoples of Nigeria. 2 vols. London, 1913--14.;https://archive.org/details/anthropologicalr05thomuoft ;;;
1029;;;;;;;
1030;"?Thompson-Balys = Thompson, Stith and Balys, Jonas.";;Motif and Type Index of the Oral Tales of India. Bloomington (Ind.). (In press).;https://catalog.hathitrust.org/Record/006929797;;;
1031;;;;;;;
1032;"*Thompson, Stith.	";;European Tales among the North American Indians (CColl II). Colorado Springs, 1919.;"https://babel.hathitrust.org/cgi/pt?id=inu.39000005803577;view=1up;seq=1" ;
1033;"*Thompson, Stith.	";AmerInd;"				*Tales of the North American Indians. Cambridge (Mass.), 1929. The Folktale. New York, 1946.";http://www.sacred-texts.com/nam/tnai/;;;
1034;"*Thompson, Stith.	";;"				*The Star-Husband Tale (Studia Septentrionalia IV). Oslo, 1952.";;;;
;Thompson, Stith,;;The folktale. New York, 1946;http://folkmasa.org/yashpeh/The_Folktale.pdf;;;
1035;;;;;;;
1036;"*thidriks saga		";;(ed. H. Bertelsen). 2 vols. Kobenhavn, 1905--11.; ;;;
1037;;;;;;;
1038;*thorsteinssaga V°kingssonar (FAS II 381 ff.).;;;;;;
1039;;;;;;;
1040;*thorsteins th†ttr uxaf¢ts (Islendinga thëttir).;;;;;;
1041;;;;;;;
1042;"Thurneysen, Rudolf.	";;Die irische Helden- und Kînigsage bis zum siebzehnten Jahrhundert. Halle, 1921.;;;;
1043;;;;;;;
1044;"*Tobler, Otto.		";;Die Epiphanie der Seele in deutscher Volkssage. Kiel, 1911.;;;;
1045;;;;;;;
1046;"*Toldo, Peter.		";;"Leben und Wunder der Heiligen im Mittelalter (Studien zur vergleichenden Literaturgeschichte I 320, 345  II 87, 304, 329,  IV 49 , V 337, VI 289, VIII 18,  IX 451)."; ;;;
1047;;;;;;;
1048;"*Torday, E.		";;On the Trail of the Bushongo. London, 1925.;https://catalog.hathitrust.org/Record/007556057;;;
1049;"*Torday, E.		";F;"				Notes ethnographiques sur les .... Bakuba. Bruxelles, 1911.";http://gallica.bnf.fr/ark:/12148/bpt6k6475837f ;;;
1050;;;;;;;
1051;"TravÈlÈ Moussa.	";F;Proverbes et contes Bambara. Paris, 1923.;;;;
1052;;;;;;;
1053;"Trilles, R. G.		";F;Proverbes, L?gendes et contes fang (Bulletin de la SociÈtÈ Neuch‚teloise de GÈographie XVI [1905]).;;;;
1054;;;;;;;
1055;"*Tupper, F. and Ogle, M. B.	";;Master Walter Map's Book De Nugis Curialium (Courtiers' Trifles). New York, 1924.;;;;
1056;;;;;;;
1057;Tuti-Nameh. See Rosen.;;;;;;
1058;;;;;;;
1059;"*Type			= Aarne, A. and Thompson, Stith. The Types of the Folk-Tale (FFC 74). Helsinki, 1928.";;;;;;
1060;;;;;;;
1061;;;;;;;
1062;"UCal				= University of California Publications in American Archaeology and Ethnology.";;;https://archive.org/details/universityofcali03univuoft , http://dpg.lib.berkeley.edu/webdb/anthpubs/search?journal=1 ;;;
1063;;;;;;;
1064;"U Cal Anth Rec.	= University of California Anthropological Records.";;;http://dpg.lib.berkeley.edu/webdb/anthpubs/search?journal=3 ;;;
1065;;;;;;;
1066;"U Pa				= University of Pennsylvania, The University Museum Anthropological Publications.";;;;;;
1067;;;;;;;
1068;"*Urquell, Am.	";;6 vols. Lunden, 1890--96.;;;;
1069;;;;;;;
1070;"*Urquell, Der.	";;2 vols. Leiden and Hamburg, 1898--99.;;;;
1071;;;;;;;
1072;"*Usener, Hermann.	";;Kleine Schriften. 4 vols. Leipzig and Berlin, 1912--14.;;;;
1073;;;;;;;
1074;"U Wash		University of Washington Publications in Anthropology.	";;;https://archive.org/details/universityofwash10univuoft ;;;
1075;;;;;;;
1076;;;;;;;
1077;"Valcarcel, Luis E.	";;El Diluvio (El Aillu, Rev. Peruana de Antr. Etn. Fl. y Linguistica Hist., I. Cusco, Peru).;;;;
1078;;;;;;;
1079;"*Van Wing, J.		";;Folklore Kiyansi: Congo Belge (Bibliotheca Africana, IV [1930--31]).;;;;
1080;;;;;;;
1081;*Vîlsunga saga ok Ragnarssaga Loethbr¢kar (ed. M. Olsen). Kobenhavn, 1906--08.;;;;;;
1082;;;;;;;
1083;"Von der Hagen.		See Hagen.";;;;;;
1084;;;;;;;
1085;"Von der Leyen.		See Leyen.";;;;;;
1086;;;;;;;
1087;"Von Lîwis of Menar.	See Lîwis.";;;;;;
1088;;;;;;;
1089;"*Voorhoeve, Petrus.	Overzicht van de Volksverhalen der Bataks. Vlissingen, 1927.";;;;;;
1090;;;;;;;
1091;"Voretzsch, Carl.	";;EinfÅhrung in das Studium der altfranzîsischen Literatur. 2d ed. Halle a. S., 1913.;;;;
1092;;;;;;;
1093;"Vries, de.		See De Vries.";;;;;;
1094;;;;;;;
1095;;;;;;;
1096;"*Wagener, A. J.	";;Afrikanische Parallele zur biblischen Urgeschichte. Bonn, 1927.;;;;
1097;;;;;;;
1098;"*Ward, H. L. D.	";;"Catalogue of Romances in the Department of Manuscripts in the British Museum. London, 1883, 1893. (Vols. 1 and 2 only  for vol. 3 see Herbert, J. A.)";;;;
1099;;;;;;;
1100;"Warnke, Karl.		";;Die Quellen des Esope der Marie de France. Halle, 1900.;;;;
1101;;;;;;;
1102;"Weeks, John H.		";;*Among Congo Cannibals. London, 1913.;https://archive.org/details/amongcongocannib00weekuoft;;;
1103;"Weeks, John H.		";;"				*Jungle Life and Jungle Stories. London, 1923.";;;;
1104;"Weeks, John H.		";;"				Anthropological Notes on the Bangola of the Upper Congo River (JAI XXXIX, 1909).";;;;
1105;"Weeks, John H.		";;"				Congo Life and Folklore. 2 parts. London, 1911.";https://archive.org/details/congolifefolklor00week , ;;;
1106;;;;;;;
1107;"*Wehrhan, Karl.	Die Sage. Leipzig, 1908.";;;;;;
1108;;;;;;;
1109;"Weicker, G.		";;Der Seelenvogel in der alten Literatur und Kunst. Leipzig, 1902.;;;;
1110;;;;;;;
1111;"*Wells, John Edwin.	";;A Manual of Writings in Middle English. New Haven, 1916.;;;;
1112;;;;;;;
1113;"*Werner, Alice.	";;African Mythology (The Mythology of all Races VII). Boston, 1925.;http://archive.org/stream/themythologyofal07alexuoft#page/n9/mode/2up ;;;
1114;;;;;;;
1115;"*Werner, E. T. C.	";;Myths and Legends of China. London, 1922.;http://www.gutenberg.org/ebooks/15250?msg=welcome_stranger ;;;
1116;;;;;;;
1117;"Wesselski, Albert.	";;*Die SchwÑnke und Schnurren des Pfarrers Arlotto. 2 vols. Berlin. 1910.;;;;
1118;"Wesselski, Albert.	";;"				*Heinrich Bebels SchwÑnke. 2 vols. MÅnchen, 1907.";;;;
1119;"Wesselski, Albert.	";;"				*Erlesenes (Gesellschaft deutscher BÅcherfreunde in Bîhmen VIII). Prag, 1928.";;;;
1120;"Wesselski, Albert.	";;"				*Die Begebenheiten der beiden Gonnella. Weimar, 1920.";;;;
1121;"Wesselski, Albert.	";;"				*Der Hodscha Nasreddin. 2 vols. Weimar, 1911.";;;;
1122;"Wesselski, Albert.	";;"				*M‰rchen des Mittelalters. Berlin, 1925.";;;;
1123;"Wesselski, Albert.	";;"				*Mînchslatein. Leipzig, 1909.";;;;
1124;"Wesselski, Albert.	";;"				*Die Novellen Girolamo Morlinis. MÅnchen, n. d.";;;;
1125;"Wesselski, Albert.	";;"				Versuch einer Theorie des M‰rchens. Reichenberg i. B., 1931.";;;;
1126;;;;;;;
1127;"Wessman, V. E. V.	";;Fîrteckning îver SÑgentyperna (Finlands Svenska Folkdiktning II). Helsingfors, 1931.;;;;
1128;;;;;;;
1129;"WF				= Western Folklore (continuation of California Folklore Quarterly). Berkeley (Cal.), 1942 ff.";;;;;;
1130;;;;;;;
1131;"*Wheeler, Gerald Camden.	";;Mono-Alu Folklore. London, 1926. Tales referred to by number.;;;;
1132;;;;;;;
1133;"*Wilken, G. A.		";;Verspreide Geschriften. 4 vols. 'sGravenhage, 1912.;;;;
1134;;;;;;;
1135;"*Willans, R. H. K.	";;The Konnoh People (African Society Journal VIII [1908--09]).;https://academic.oup.com/afraf/article-abstract/VIII/XXX/130/9898/THE-KONNOH-PEOPLE?redirectedFrom=fulltext , https://academic.oup.com/afraf/article-abstract/VIII/XXXI/288/177022/THE-KONNOH-PEOPLE-PART-II?redirectedFrom=fulltext;;;
1136;;;;;;;
1137;"*Williams, C. A.	";;Oriental Affinities of the Legend of the Hairy Anchorite. Urbana (Ill.), 1925.;;;;
1138;;;;;;;
1139;"*Wimberly, L. C.	";;Folklore in the English and Scottish Ballads. Chicago, 1928.;"https://babel.hathitrust.org/cgi/pt?id=mdp.39015038902642;view=1up;seq=7 " ;
1140;;;;;;;
1141;"*Winger, Bjorn.	";;A Classification of Motifs in Eskimo Folk-Literature. (Unpublished M. A. thesis. Indiana University Library).;;;;
1142;;;;;;;
1143;"*Winter, Leo.		";;Die deutsche Schatzsage. Wattenscheid, 1925.;;;;
1144;;;;;;;
1145;"Wolf, W.			";;Der Mond im deutschen Volksglauben. BÅhl (Baden). 1929.;;;;
1146;;;;;;;
1147;"*Woodson, Carter Godwin.	";;African Myths. Washington, D. C., 1928.;;;;
1148;;;;;;;
1149;"WÅnsche, A.		";;Die Sagen vom Lebensbaum und Lebenswasser, altorientalische Mythen. Leipzig, 1905.;;;;
1150;"WÅnsche, A.		";;"				*Der Sagenkreis vom geprellten Teufel. Leipzig and Wien, 1905.";;;;
1151;;;;;;;
1152;;;;;;;
1153;*Ynglinga saga (ed. C. SÑve). Uppsala, 1854.;;;;;;
1154;;;;;;;
1155;*Yngvarssaga v°dfîrla (ed. E. Olson). Kobenhavn, 1912.;;;;;;
1156;;;;;;;
1157;;;;;;;
1158;*Zachariae, Theodor.;;Kleine Schriften. Bonn and Leipzig, 1920.;;;;
1159;;;;;;;
1160;Zingerle, I. V.;;Sagen aus Tirol. 2d ed. Innsbruck, 1891.;https://archive.org/details/bub_gb_4v8NAQAAIAAJ ;;;
1161;;;;;;;
1162;Zong in-Sob.;;Folk Tales from Korea. London, 1952.;;;;
1163;;;;;;;
1164;"ZsES				= Zeitschrift fÅr Eingeborenen-Sprachen.";;;;;;
1165;;;;;;;
1166;"ZsKS				= Zeitschrift fÅr Kolonialsprachen. Berlin, 1913 ff.";;;;;;
1167;;;;;;;
1168;"*Zs.f.Vksk.		= Zeitschrift des Vereins fÅr Volkskunde. 38 vols. Berlin, 1891--1928. Continued as Zeitschrift fÅr Volkskunde. Berlin, 1929 ff.";;;;;;
